"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2239",15.2231720271956,0.21317432615145,0.672804050446314,0.316844593920085,0.751361525073165,NA
"224",364.385273970869,-0.298656939165734,0.472973100305628,-0.631445929954043,0.527748992572146,0.733020293687889
"2241",110.872021383573,0.377484264652089,0.454083071302057,0.831311027670939,0.405797946436838,0.651839648697489
"2242",26.0338044005052,-0.643905600580252,0.682245984953692,-0.943802696946553,0.345270482181125,NA
"2243",61.0007289135272,0.427593461687258,0.728437010462333,0.587001285692317,0.557202843230791,0.753804555647329
"2244",329.350829329584,0.0295341283921683,0.825255998782572,0.0357878384837401,0.971451530340337,0.986155386149083
"2245",50.4734703582198,-0.266148213628205,0.545782805009643,-0.487644922458674,0.625801370365041,NA
"2246",15.6675414567687,0.0209043804277318,0.650431101606855,0.0321392694415883,0.97436098708859,NA
"2247",18.26918047867,-0.235260316533113,0.775601610717783,-0.303326235121393,0.761641254666933,NA
"2248",0,NA,NA,NA,NA,NA
"2249",0,NA,NA,NA,NA,NA
"225",0.853219757341026,3.14891910384808,2.68095040511503,1.1745532844771,0.240173482309439,NA
"2250",16.4089978238656,1.76025011495343,0.922557236495071,1.90801182335404,0.05638968815101,NA
"2251",0,NA,NA,NA,NA,NA
"2252",25.197576246431,-0.56662487633758,0.989620443471609,-0.572567876983067,0.566937314970773,NA
"2253",0,NA,NA,NA,NA,NA
"2254",44.1453386289886,-0.34254069814342,0.594852120423757,-0.57584177038724,0.564722137154799,NA
"2255",1.48934740298044,0.109704860006372,1.79382782839223,0.0611568503230869,0.951234293826324,NA
"2256",7.47704419092259,-0.088800160867963,1.07412667369159,-0.0826719632264342,0.934112378641467,NA
"225689",0.784184845909767,-0.27417614190185,2.47505958853535,-0.110775572100103,0.911794316749704,NA
"2257",337.574671290033,1.75341455632829,0.714994480232403,2.45234698281636,0.0141927728966319,0.200857833584205
"2258",105.102691099631,-0.1458622736314,0.747134068106098,-0.195229049052929,0.845213638725775,0.923027637125073
"2259",154.286481438106,0.753053354192229,0.57656091287766,1.30611239397704,0.191514338769342,0.493164493846626
"226",152396.045095979,-2.66881416389819,0.725297654319528,-3.67961229159367,0.000233588816310322,0.052355254096523
"2260",583.432839287502,-1.26335901864181,0.521185541204715,-2.4240101053486,0.015350178339436,0.205812368299813
"2261",5.82592402769293,0.104679311045755,0.929885106090749,0.112572306363555,0.910369641775882,NA
"2262",3.29494379540717,1.53217913628501,1.4070704230806,1.08891432237663,0.276191669712986,NA
"2263",12.0467267592126,0.14248125651295,0.742899828524852,0.191790670884754,0.847906178864977,NA
"2264",26.6450021485167,-0.929494211048793,0.708030946897753,-1.31278754851237,0.18925454689974,NA
"2266",374.15134538656,0.475511445318751,0.752306400814067,0.632071513420865,0.527340148493517,0.732836850641117
"2267",309.570995935117,0.122226533938423,0.7077602804113,0.172694819589754,0.862891315980745,0.933219098643952
"2268",0.825069463085623,0.691083480267202,2.38854195231493,0.289332778767991,0.772326730637685,NA
"2271",618.451920474531,-0.29584060258332,0.404099349624626,-0.732098685281554,0.464108336221379,0.692419085292968
"2272",136.041367021925,0.33620613006482,0.674240520146286,0.49864420784422,0.618030055627561,0.793839493778662
"2273",74.8111140018502,0.449502115268547,0.543655262736567,0.826814612270859,0.408342146556627,0.653176221850538
"2274",119.72160003032,-0.775049684528673,0.669792895161407,-1.15714826198911,0.247211791586322,0.538921705658182
"2275",80.3075187451402,-1.30680286340835,0.55437265669537,-2.35726428355655,0.0184101392187283,0.222151923301602
"2277",2.35336000906268,0.885921469659737,1.50070323678055,0.590337548388513,0.554964370693499,NA
"22794",257.22893535892,-0.279505052303218,0.452584399841156,-0.617575533759706,0.536855176445577,0.738920367871438
"22795",43.1591496806212,-0.345826837078731,0.552874067559775,-0.625507429938086,0.531638073516558,NA
"22796",285.629168826831,-0.0301077925928,0.400233949986855,-0.0752254839795296,0.940035308513238,0.972648128008499
"22797",4.27429651488798,2.47604373273205,1.28802626457284,1.92235500225083,0.0545611034961564,NA
"22798",9.75455923831454,0.761157334432752,0.796002445675999,0.956224869116256,0.338958638103251,NA
"2280",910.875027832728,-0.764496907916502,0.5289451163702,-1.44532369097712,0.148366986404812,0.455594746495313
"22800",49.9501357940959,-0.323669162315932,0.669441883348092,-0.483491054812942,0.62874710967664,NA
"22801",18.0811850338345,-0.029707246089148,0.703680390471951,-0.0422169588514803,0.966325743403956,NA
"22802",0.761555650925267,2.98316976111134,2.7830631800324,1.07190155887033,0.283764249970163,NA
"22803",998.14890227566,-0.122138745299166,0.400823607665366,-0.304719440081322,0.760579842291729,0.875958369311079
"22806",0.607409821050056,0.154895465041996,2.58653575387215,0.0598852982450025,0.952246989179755,NA
"22807",28.6431761090567,1.37196659522894,0.653703893605199,2.0987584878262,0.0358381959289155,NA
"22808",59.8041113548722,0.0775170528576209,0.504037775824741,0.153792149270523,0.877773624167263,NA
"22809",134.255893785437,-0.280736368329892,0.486274722503651,-0.577320504928743,0.563722964447526,0.757699275173451
"2281",51.6164482914824,-0.848930581339709,0.518404456026182,-1.63758349580397,0.101508608231714,NA
"22818",4526.76495547635,-0.00717895150274881,0.431255221331527,-0.0166466425161958,0.986718514356935,0.993554901292434
"2282",90.0745347009061,1.0244275493695,0.599275922613318,1.70944219634618,0.0873690703368343,0.39622136254285
"22820",3951.06403615943,-1.20314414385501,0.535428992604693,-2.24706573695626,0.0246358262408939,0.249186265470392
"22821",56.4548718800788,-0.432782767086818,0.516553670664203,-0.837827299785385,0.402127704008292,NA
"22822",332.803496138792,0.17016796618237,0.503494947333509,0.337973532969046,0.735383133026182,0.861789010219734
"22823",240.434254109491,0.531839169444099,0.470871735187284,1.12947779554567,0.258696331272327,0.548695222584288
"22824",194.957152335226,0.154434236058896,0.429718385240074,0.359384753744286,0.719307278691426,0.853229794662032
"22826",2452.59518370311,0.189672308685811,0.439784286979486,0.431284869199199,0.666261250789347,0.825143786315062
"22827",1622.36400741952,-1.54781986441778,0.55270110937438,-2.80046455157255,0.00510291117109968,0.153856188158776
"22828",181.254893718213,0.845537146557956,0.624759561172035,1.35338008268612,0.175934237061643,0.478140063679549
"22829",44.9978036436756,0.558927318578665,0.817436001377518,0.683756670414293,0.494128831685792,NA
"22832",116.91314571041,1.005038412833,0.641853423543886,1.56583789377308,0.117386572465343,0.428041375635683
"22834",900.152590124288,1.15345419095334,0.579144683441408,1.99165117790472,0.0464093439539128,0.320012471498431
"22835",62.6081973170523,0.823047379953362,0.514181034565888,1.60069571731334,0.109444330190599,0.42103877614501
"22836",714.846092243272,0.822699332534897,0.574731454707037,1.43144998554892,0.152301291320653,0.459766113858191
"22837",81.1228609177969,0.293563027087722,0.51127922562041,0.574173587302515,0.565850340847393,0.759298807007255
"22838",31.6991188752989,0.403191298870075,0.59820537972522,0.674001459256814,0.500310385939543,NA
"22839",303.618672825487,-1.34344362058347,0.568998257852284,-2.3610680736605,0.0182223853088922,0.221278726642198
"22841",167.268583234059,1.40645580653283,0.653720122903496,2.15146475878096,0.0314395345297156,0.274535363871366
"22843",35.7989688479344,0.080289972082797,0.562764579399125,0.14267062111216,0.8865503202709,NA
"22844",5.44294553236131,-0.291351491251306,1.17362116450926,-0.248250031664291,0.803940957940102,NA
"22845",171.861323558651,-0.986574942938735,0.527895507327242,-1.8688830066651,0.061639093030278,0.356708914992183
"22846",36.6657967437242,-0.691280768120223,0.554356315218887,-1.24699719141338,0.212398527394038,NA
"22847",86.0097950992989,0.469331940144088,0.458616576176688,1.02336453700983,0.306135520208028,0.579846260451946
"22848",394.104045278391,0.163285058791909,0.431883855162088,0.378076320381616,0.705373898622676,0.845746742211435
"22849",38.5150836950427,1.09088043614982,0.670112802158911,1.62790567891752,0.103544887088019,NA
"22850",67.5224506901782,-0.0983018475165756,0.479043577359606,-0.205204395095737,0.837412435724753,0.91725664092545
"22852",152.049911456926,0.817444467237801,0.561502348406844,1.45581664895462,0.145443312046638,0.452798016014626
"22853",86.1921136083115,-0.0947729350406093,0.445531844623758,-0.212718655656686,0.831546414662274,0.913678596513305
"22854",6.83076447960385,0.62664527240025,0.955016080161684,0.656162011737184,0.511719888352154,NA
"22856",223.9447676511,0.271958802822684,0.674311789783565,0.403313136360815,0.686717879122117,0.83644923523242
"22858",36.289455893354,0.366964490430728,0.601107353110462,0.610480787719283,0.541543366375496,NA
"22859",81.1993603834534,-0.0296081667727789,0.531148277713264,-0.0557436934564677,0.955545991250333,0.980121943639441
"2286",8256.32474095559,-0.263765253812944,0.461263967479444,-0.571831472669061,0.567436153126439,0.760085217956707
"22861",10.8880490145093,0.256104687627348,0.967689821205449,0.264655762637163,0.791274658873513,NA
"22862",905.490559050722,0.419685848725142,0.398663638686947,1.05273169659374,0.292463977257924,0.571812977957196
"22863",87.2788010173782,0.25536899062787,0.444453503659894,0.574568517347731,0.565583149184714,0.75908521165864
"22864",2114.48550628723,0.996137289363431,0.596549877110963,1.66983068404545,0.094952867663289,0.408931541074823
"22865",0.445417642581641,0.553668425266929,3.46232274563502,0.159912424676453,0.872950060998767,NA
"22866",55.5128129952101,1.05030238098746,0.740435858343222,1.41849205323144,0.156047157159393,NA
"22868",374.74703601269,0.238727198729062,0.436548364326235,0.54685166235249,0.58448064678215,0.770222337642108
"22869",36.7969826085105,0.38991213432737,0.537603631756566,0.725278088344328,0.468281445344963,NA
"2287",1298.71854603374,0.536545931006938,0.494614564697034,1.08477584224716,0.278020947545929,0.564035801900394
"22870",52.8628199745615,-1.11915069759031,0.559229034470068,-2.00123854200602,0.0453666892766635,NA
"22871",57.7037161439106,0.75023140298751,0.521096946897289,1.43971559890061,0.149947878285336,NA
"22872",2324.81878043711,-0.493115257871391,0.443252785766705,-1.11249217987076,0.265926590642973,0.553369059983423
"22873",130.024188182136,0.833481911215583,0.571187197829938,1.45920972035465,0.14450739424591,0.452057145233894
"22874",300.661957120638,-0.0686368781657001,0.446662051363318,-0.153666240407494,0.877872904813487,0.94119488483282
"22875",296.296444786296,0.536212736293826,0.418679365480129,1.28072405880073,0.200290606138855,0.499213644815669
"22876",161.912589285934,1.03692524869732,0.56097206735841,1.84844363745267,0.0645381908897554,0.364480976090298
"22877",440.315284181267,-1.12929264141532,0.528583621625961,-2.13645030835715,0.0326427271917211,0.275462497850137
"22878",82.4491604472928,0.777638651687993,0.527277686303442,1.47481805486544,0.140261465829453,0.449768088125841
"22879",174.601749813734,-1.68424433397798,0.615621322370745,-2.73584470318863,0.00622203819925124,0.159797073531848
"2288",331.770571381762,-0.640547853317964,0.444882993918726,-1.43981195521936,0.149920607888337,0.456644406462279
"22880",52.2033106173871,-1.89603323779958,0.66415867607144,-2.85478953465577,0.00430653574057216,NA
"22881",34.6082000757698,-0.50258771678236,0.534893807146802,-0.939602796045131,0.347421341537441,NA
"22882",115.078988886708,-0.679972123700948,0.46581717065293,-1.4597403585356,0.144361445520762,0.452057145233894
"22883",121.35558328626,-0.552755646634441,0.480258412802319,-1.15095463587842,0.249750898780642,0.541117826526523
"22884",91.0624080544406,-0.626910692115156,0.489564858724263,-1.28054675686649,0.200352911610341,0.499213644815669
"22885",78.8797929902606,-1.56121121405862,0.704625154889514,-2.21566204843116,0.0267146559153021,0.257214829896052
"22887",136.816083701955,0.1627743444669,0.454059497181012,0.358486818307887,0.719979030767109,0.853791996594178
"22888",186.427569258671,-0.0147419858886302,0.446419046378892,-0.0330227529676637,0.973656443290041,0.986914468588909
"22889",148.9235600831,-0.0602913770959476,0.445068290626607,-0.135465451854735,0.8922438778568,0.948054420988379
"2289",302.9710013327,0.565895179490993,0.553313908230359,1.02273803545057,0.306431722590176,0.579927418775454
"22890",98.1769467811655,1.23841854887079,0.588431808845695,2.10460843593781,0.0353254066988416,0.283221912201921
"22891",107.64571742848,-0.0212103563148805,0.452554073912527,-0.0468681148564363,0.962618340814077,0.982359956363541
"22893",54.3960656318251,-0.268079989711972,0.476872931816917,-0.562162311646774,0.574005436895218,NA
"22894",64.4200464828221,0.646948947086822,0.559521422257383,1.15625411530575,0.247577230697843,0.539233902511211
"22895",99.343699043214,-3.70943647421469,1.8115425073362,-2.04766736590093,NA,NA
"22897",182.773253964833,0.0444784870937935,0.427213791334451,0.104112947652883,0.917079715958612,0.960276708093541
"22898",14.6196811099841,-0.752907719744915,0.724630331364041,-1.03902319176682,0.298793950434448,NA
"22899",15.8313368927165,-0.165769488637109,0.723222652655345,-0.229209480688249,0.818706104199009,NA
"229",567.182976574166,0.176995938015099,0.394967490461042,0.448127864418648,0.654060919279002,0.817442229991611
"2290",0,NA,NA,NA,NA,NA
"22900",153.619949959608,0.50857421660982,0.477980169566395,1.06400693792627,0.287325556599888,0.568621180533998
"22901",36.5659796444677,-0.635883345755974,0.544465982997559,-1.16790279946438,0.242845974804193,NA
"22902",2310.29542463978,0.964037426311113,0.572170742954763,1.68487717727876,0.0920122707094599,0.403177549005419
"22903",341.080549001917,0.797419696552772,0.497218940362837,1.60375969582106,0.108767031776375,0.419930878885811
"22904",16.9890874001983,-0.814691896320769,0.683210523909059,-1.19244635117654,0.233086274901737,NA
"22905",80.7772778236069,-0.717407070467311,0.530057599350394,-1.35345115577349,0.175911544198515,0.478140063679549
"22906",318.990058411609,0.194245796387515,0.400017071407591,0.485593766546007,0.627255216882084,0.799881443700886
"22907",389.77966717977,-0.770797699309534,0.463975865325913,-1.6612883490569,0.0966555488513889,0.411530420653154
"22908",234.224193638379,0.736306733958867,0.479943937937726,1.53415154512152,0.124992374987551,0.435561446879022
"22909",109.912621937391,-0.394525333682325,0.470523212038516,-0.838482190863795,0.401759945725254,0.647853832874326
"22911",34.4336435043115,0.777710142363844,0.608784701518365,1.27747977310232,0.201432916989659,NA
"22913",71.9501319295967,-1.1490781937381,0.555460773170986,-2.06869368502531,0.0385748401834479,0.295063689824268
"22914",53.3365709730378,0.133484319344915,0.798866558222196,0.167092135690311,0.867297553834599,NA
"22915",99.0043260583482,0.907486186819931,0.593408892549206,1.52927635263686,0.126195949341265,0.436619036292865
"22916",1052.89350472696,0.119975591027911,0.413356186106256,0.290247479197203,0.771626915600249,0.882233550553146
"22917",23.4740191595633,-1.22086546265307,0.660012352205527,-1.84976153639151,0.064347926873204,NA
"22918",89.2901730235974,0.10210393251534,0.64476892736432,0.15835740244605,0.874175178097712,0.93969315995947
"22919",2406.76589074421,-0.114329578092389,0.414047681235022,-0.27612659911865,0.782450831428279,0.888848611979816
"22920",798.43750574268,0.20232512691987,0.404142762780306,0.500627861125042,0.616633050603216,0.79307555572353
"22921",54.9934997717979,-0.497999164028057,0.550110472436254,-0.905271193661496,0.365321733339007,NA
"22924",68.8505059499635,-0.496935744674735,0.548372733508346,-0.906200681232763,0.364829642524224,0.621581728126498
"22925",6.42179256365638,3.75786866248485,1.26075571408112,2.98064773414388,0.00287639459060007,NA
"22926",602.80265158209,-0.0106379260367324,0.412816606477408,-0.0257691329995336,0.979441481967443,0.990147533277455
"22927",55.0348118046064,0.20097349615197,0.527817689049954,0.380763093623695,0.703379047009581,NA
"22928",208.873955729839,0.191719768330616,0.468577805183276,0.409152474167291,0.682427769368774,0.834377451760819
"22929",183.508048768562,-0.761203744884401,0.49422937853097,-1.5401831172946,0.123515723947233,0.4338651057541
"22930",486.354226076201,0.17229894235188,0.396825483684017,0.434193239688905,0.664148121823048,0.824198997480595
"22931",1693.35665998115,0.257738946686504,0.450037518044607,0.572705466438372,0.566844135580993,0.759799388270258
"22932",10.9536436853496,-1.89438323831829,0.919673773345836,-2.05984262378865,0.0394135882897155,NA
"22933",658.469626830616,-0.296181522537476,0.418776773980733,-0.707253937992041,0.479408684718049,0.701528834469947
"22934",142.274781215098,0.28802850475827,0.499872314007706,0.576204155915363,0.564477196475334,0.75827510645954
"22936",1932.83927350828,0.538379432853884,0.688428233803349,0.782041477118838,0.434190198241199,0.672575320813291
"22937",120.084275517154,-1.17982397433719,0.576495798987167,-2.04654392349432,0.0407028855899554,0.303197888168945
"22938",1102.2685631098,0.264262612696306,0.411935894851066,0.64151392485923,0.52118883674345,0.728880236503485
"2294",11.0660458675869,1.36333668976277,0.878376653374368,1.55210943337961,0.120636041201458,NA
"22941",31.8481509970916,0.104627576149865,0.591506096361155,0.176883343711106,0.859600022111771,NA
"22943",3.67630308090202,-0.124742639064975,1.22990364227007,-0.10142472530184,0.919213309723794,NA
"22944",353.918619553151,0.596022086941966,0.51689063829443,1.15309127847361,0.2488729210251,0.540483981239521
"22947",0,NA,NA,NA,NA,NA
"22948",3213.61859912575,-1.15041326454452,0.523544244247874,-2.19735634033607,0.0279950068122329,0.262894648587492
"22949",1029.16113012244,-0.294860762889792,0.506889416538397,-0.581706291883993,0.560764532736454,0.755942294130591
"2295",6.01882924537388,0.330985112107317,0.953767611053351,0.347029096261482,0.728569459857528,NA
"22950",798.571068924062,-0.447335679733631,0.446004919627985,-1.00298373414077,0.31586870942146,0.587544281788589
"22953",1.75920193926759,-1.76955800363658,2.05102571981829,-0.862767339550163,0.388265399684385,NA
"22954",159.145496770225,-0.704028843246617,0.468892874575993,-1.50147055206,0.133233897759057,0.44456616905318
"22955",227.357678835584,-0.640226822273174,0.446319408187519,-1.43445884388739,0.151441365729471,0.458608575228834
"2296",15.2309349964023,1.06415763245665,0.750860517414174,1.41725075133982,0.156409628378628,NA
"2297",0.821509103932742,3.08172508925299,2.70630507992464,1.13872050572318,0.254819747184357,NA
"22973",11.0357042366596,-0.5526314177256,0.890408963093484,-0.620648983367859,0.534830603085624,NA
"22974",19.1317404297893,0.512638767367729,0.725944155682836,0.706168323492503,0.480083466785896,NA
"22976",32.0563062825222,-0.0552524526679908,0.533591519423916,-0.103548221170462,0.917527880189078,NA
"22977",10.3724663881168,-0.0271330979554899,0.911682844935662,-0.0297615537093985,0.976257220869579,NA
"22978",376.689795969733,-0.0547444058474054,0.455707691653638,-0.120130528516543,0.904379749243962,0.953535350538659
"22979",632.106963949016,-0.583555775929562,0.540857791955458,-1.07894493637548,0.280612275083515,0.565548314035806
"2298",0.584393384428212,0.390095482592047,2.93962188159625,0.13270260540455,0.894428582276701,NA
"22980",633.119126466314,-0.675573776904447,0.495596083159795,-1.36315398741079,0.172833985081737,0.475922993866445
"22981",85.0256756944391,0.529797793724478,0.687871464028198,0.770198825550874,0.441181960482666,0.67711482400414
"22982",303.345629765457,-0.52655625542827,0.423792515229387,-1.24248597251242,0.214057312869936,0.512814251826737
"22983",16.2324173380966,-0.962312997584322,0.775917417442488,-1.24022605492762,0.214891793900023,NA
"22984",459.399949991373,-1.03832752664748,0.506567175969085,-2.04973313689565,0.0403904795147651,0.302728494843281
"22985",456.209873852535,-0.710828949667629,0.441787344398722,-1.60898440998819,0.107619750598322,0.41961566821741
"22986",1.85686688545089,2.84713661674493,1.93042901613713,1.47487247287765,0.140246832239366,NA
"22987",1.39833161012252,2.08880620876603,1.96601262689409,1.06245818576757,0.288027730958224,NA
"22989",12.0512084318216,1.31164953579871,0.837084648585217,1.566925803759,0.117132035426426,NA
"2299",0,NA,NA,NA,NA,NA
"22990",87.1973471812092,0.106591682987647,0.445274642595923,0.239384130131965,0.810807734648287,0.902474546370012
"22992",257.250798946983,-0.0879411262428301,0.41342738689598,-0.212712386818623,0.831551304581189,0.913678596513305
"22993",94.2159286452441,-0.967381327733862,0.535675958021866,-1.80590768214835,0.0709327609430408,0.373253079996828
"22994",3.28905205060784,-1.18583739925965,1.28064687201128,-0.925967513118799,0.35446286350039,NA
"22995",52.6493762122467,0.28680620534947,0.531371189486079,0.539747376267911,0.589371262734074,NA
"22996",732.766979900757,-0.207400923230567,0.422618303779985,-0.490752344078642,0.623601619719214,0.797555025862429
"22997",12.1085713852429,-1.54530758842297,0.865176961486534,-1.78611735773435,0.0740802582561594,NA
"22998",1134.88371323518,0.212669304140004,0.413802119992396,0.513939619603476,0.607294206302042,0.786033544599725
"22999",8.84351452467342,-0.388625257241538,0.932957880031407,-0.416551771049359,0.677006292316793,NA
"23",9.07153434016093,-2.64100012884903,2.67539093544021,-0.987145502313096,0.323571313781632,NA
"230",857.098902227333,-0.843924820217037,0.475477820767401,-1.77489839348338,0.0759146656150789,0.380237789043579
"2300",0.748652761428111,1.53805211278816,2.58900424178442,0.594070912656398,0.552464684701981,NA
"23001",107.558292316856,0.165948528650694,0.43489437596043,0.381583524238984,0.702770306903951,0.844386582492289
"23002",545.708270929624,0.392128247357377,0.443485036165645,0.884197245408104,0.376589745084235,0.63071595702587
"23005",63.4589947403269,-0.727487004873224,0.575204657960286,-1.2647446344627,0.205962884130223,0.505304439200514
"23007",26.6294361661507,0.503713403525405,0.58148365904391,0.866255475439538,0.386350077220632,NA
"23008",140.081142628961,-0.0372245805234053,0.469072078946782,-0.0793579114898216,0.936747944782275,0.971010685436622
"2301",0.24937029544385,0.798520679423359,4.06835036396453,0.196276281044097,0.844393925287349,NA
"23011",541.036613416592,0.999535127209773,0.709007659893916,1.40976633081697,0.158608691411027,0.465305632840072
"23012",160.616155663891,0.243162686480315,0.480245870249603,0.506329573128725,0.612625305726954,0.790139075818565
"23013",290.934310434026,-0.0743742669274229,0.407486539292635,-0.182519567533521,0.85517499959875,0.929595428745833
"23014",417.03609544219,-0.256415250384459,0.428217928055027,-0.598796158650108,0.54930882423981,0.74798804204933
"23015",45.8468352157677,0.240794156245104,0.563690340925571,0.427174529635764,0.669252211517636,NA
"23016",666.312098464552,-0.872792899978639,0.451759295669682,-1.93198658742555,0.0533611613769103,0.337144678201171
"23017",37.6407329035434,0.104544442103582,0.772452498213749,0.135340933384687,0.892342322628067,NA
"23019",311.089283835934,-0.50535785635565,0.463389193685003,-1.09056892832761,0.275462607967639,0.561547420882071
"2302",7.52457524457259,-0.0184934347732082,0.853450311279536,-0.0216690234086176,0.982711973707432,NA
"23020",996.328740668467,-2.04027142220546,0.610206217472085,-3.34357691512508,0.000827057637928196,0.0938392365750058
"23022",851.245270033273,0.171794997753981,0.424466065569449,0.404731995533039,0.685674520859854,0.836007186162916
"23023",388.926976574644,0.646895921456925,0.453580764216031,1.42619787365767,0.153811233252366,0.461274401372826
"23024",41.0544853828085,-0.0856394561586413,0.621644761290742,-0.137762692604093,0.890427970147962,NA
"23025",401.702486368593,-0.304013539713022,0.417214191277635,-0.728674973356111,0.466200505123489,0.694161014220083
"23026",15.3653108985743,0.58447183013346,0.663740082740059,0.880573352931523,0.378548786609744,NA
"23028",132.160320348102,-0.697371411927781,0.536540808398726,-1.29975465241692,0.193685072321841,0.494115497960093
"23029",804.107129791442,0.0521767550078935,0.439297125664212,0.118773267475864,0.905454988200567,0.953900111835737
"2303",0.861066105934231,0.254653815664119,2.25569643234727,0.11289365537504,0.910114866451405,NA
"23030",20.9465908658377,-0.47407666427519,0.615840294936733,-0.769804555130472,0.441415837255124,NA
"23031",289.518745264368,-0.131271682587672,0.464965071973481,-0.282325900374639,0.777693627399842,0.885972732670518
"23032",408.559113797146,0.883492232906371,0.46933243734308,1.88244443087692,0.0597756980954052,0.354030284251634
"23033",104.132252421432,0.382346995941952,0.447943259242006,0.853561222439079,0.393348152036893,0.642550522756431
"23034",67.5719923092059,0.622655695832317,0.540826571720872,1.15130381602936,0.249607267799075,0.541117826526523
"23035",62.7070938693169,0.188716047455862,0.60257016986286,0.313185180572102,0.754139976695879,0.872933707538239
"23036",395.1840969765,0.716860434265225,0.507081609006371,1.41369835058683,0.157450489858403,0.464588039040779
"23037",65.4962144873745,0.387157700462885,0.527365744026944,0.73413509475713,0.462866406277093,0.692001740317383
"23038",76.7569373906126,-1.43602988493135,0.524390817087071,-2.73847260123341,0.00617253034370846,0.159199120639421
"23039",201.685620756903,-0.636553143158317,0.46625311200363,-1.36525232061799,0.172173759029144,0.475560182107757
"2304",1.37198395603164,1.09689202910302,2.24778432020679,0.487988113113142,0.625558260781497,NA
"23040",186.377922039693,0.109879524724072,0.626238426473257,0.175459569517113,0.860718536765653,0.932411136136574
"23041",124.898786704222,1.11429955798935,0.508781656033904,2.19013312444405,0.0285145835463281,0.265871909562417
"23042",610.225926110685,-0.45244821152931,0.417619336403132,-1.08339861709027,0.278631529239274,0.564208057229622
"23043",65.7112380690413,0.218996488317295,0.484966457613308,0.451570381578665,0.651578511238566,0.816064789021671
"23046",9.90677527545595,-1.6967714100788,0.850786764211158,-1.99435567342427,0.0461131990424094,NA
"23047",958.321734005691,1.68469516331835,0.693830017153377,2.4281093663694,0.0151777656181574,0.205812368299813
"23048",91.5529428568142,-0.345312489271144,0.4647378069282,-0.743026463789492,0.45746565860904,0.688605022582134
"23049",152.93397303262,0.208521560305515,0.431836263279096,0.482871815169322,0.629186755224715,0.800671845842598
"2305",5.01945744106173,-0.19474486594222,1.15880597554877,-0.168056490949658,0.866538837639881,NA
"23051",156.420087117231,-0.286043397354962,0.521971780783689,-0.548005482069349,0.58368813862552,0.769763991439879
"23052",224.054213837813,-0.285264024298553,0.474344231966986,-0.601386092786741,0.547582859377732,0.746841324381985
"23053",153.237397091226,-1.20761187535111,0.563038442301447,-2.14481247570759,0.031967843321974,0.27507052906142
"23054",123.032982742788,-0.954404706309519,0.522855420763965,-1.82537020447259,0.0679451824510706,0.370301244358335
"23057",308.711807019631,-0.629514047592587,0.441918690546756,-1.42450197527,0.154301213690936,0.461594705128614
"23059",463.021915891871,0.550048872839269,0.455520552052434,1.20751713695665,0.22723304943518,0.522704763687842
"2306",12.4280768874407,0.91073395791918,0.847798480275945,1.07423400620245,0.282717814579809,NA
"23060",103.43982362118,-0.173569584151951,0.530110531307779,-0.327421497784162,0.743349108874906,0.866909239696681
"23061",266.410213215326,-0.741315792224554,0.506575742876244,-1.46338588582134,0.14336181853972,0.451181884261815
"23062",495.177163779755,0.207021939971298,0.476622624799254,0.434351894349314,0.66403292499561,0.824167745866858
"23063",266.136230631121,-0.129386584603667,0.429024026098537,-0.301583540158074,0.7629695571485,0.877218770071576
"23064",396.020260197743,-0.604365253991911,0.507432126561094,-1.19102678438541,0.233643070212111,0.527425037194796
"23065",654.48384054943,-1.081255896027,0.513216502210873,-2.10682215277389,0.0351329985085876,0.282173451179498
"23066",43.8660079221348,-0.404131597925998,0.613815524349058,-0.658392598255924,0.510285890326236,NA
"23067",97.4724356895463,0.115541796249662,0.473331567390564,0.244103297159397,0.807150819015331,0.900490166191198
"2307",12.7020580170435,-0.616388904920248,0.872938547647776,-0.706108014798031,0.480120967852322,NA
"23070",88.9992446477055,-0.979971789936212,0.499338526687523,-1.96253991542988,0.0496996582217373,0.328556007709911
"23071",1539.87276327893,0.11346677127809,0.425348504060632,0.266761891002009,0.789652497811647,0.892118707341645
"23072",3.28917634751317,3.20533495642628,1.52049245161498,2.10809001585095,0.0350232038973407,NA
"23074",67.6258926685061,1.11649151769943,0.534348125890091,2.08944593160055,0.036667600241825,0.287685130946144
"23075",417.45294580542,-0.263794535851337,0.454607686202329,-0.580268534513805,0.561733542996314,0.756691528567641
"23076",64.1929737257233,-0.276902956229593,0.510291324208231,-0.54263700575203,0.587379754625438,0.772399536929728
"23077",542.063472307174,0.765784116837742,0.506229533420145,1.51272113988296,0.13035050746844,0.441200184318271
"23078",46.9699528694384,0.664920602580532,0.53027173914229,1.25392426844402,0.209869533141494,NA
"2308",266.097089801829,-0.0583452023597535,0.529198858962875,-0.110251942859625,0.912209568875718,0.957380881777404
"23080",25.4805460515473,-0.285339021774213,0.5866839521862,-0.486359002510525,0.626712652723998,NA
"23081",125.892939279792,0.279141836345112,0.430454028966749,0.648482340878903,0.516673028823373,0.724686459014127
"23082",206.004428000488,-1.50805610166219,0.576518412437493,-2.61579867898096,0.00890190269700723,0.172979699312154
"23085",298.390395869229,-0.253827291798592,0.454075131341268,-0.558998443823218,0.57616278223247,0.764321419026441
"23086",313.254225060162,0.559191261613872,0.517587069078778,1.08038105088124,0.279972530468609,0.565208407730217
