Geneid	SRR3617193	SRR3617194	SRR3617195	SRR3617196	SRR3617202	SRR3617214
121512	468	587	100	471	692	577
121536	450	582	27	125	1435	655
121549	0	0	0	0	0	1
121551	23	39	12	39	86	44
121599	0	0	0	0	0	0
121601	1	0	1	4	11	2
121642	63	160	200	297	268	177
121643	0	0	0	0	3	0
121665	76	78	34	205	161	108
121793	2	5	16	5	11	3
121838	2	3	3	4	24	31
121952	0	0	0	1	4	0
122011	3	4	1	2	4	6
122042	2	1	0	0	10	0
122046	1	1	0	0	16	2
122060	35	42	5	16	75	37
122183	0	0	0	0	0	0
122258	0	0	0	0	0	0
122402	43	58	7	75	102	44
122416	0	0	2	10	4	2
122481	39	40	12	93	113	41
122509	440	513	116	1120	745	573
122525	18	14	2	2	43	18
122553	355	319	86	186	588	322
122616	18	45	20	100	83	46
122618	0	0	0	0	1	0
122622	10	19	6	80	32	15
122651	1	0	0	0	9	2
122664	0	1	0	0	1	1
122665	0	0	0	0	0	0
122704	264	471	277	928	782	593
122706	0	0	0	0	0	1
122740	2	0	0	0	7	2
122742	1	1	0	0	0	1
122748	1	0	0	0	1	2
122769	66	100	69	133	216	118
122773	39	44	3	40	107	53
122786	23	73	76	54	113	108
122809	178	266	106	269	397	253
122830	79	94	8	24	129	75
122876	0	0	0	0	0	0
122945	3	2	1	3	5	4
122953	78	103	4	12	66	89
122961	145	228	54	289	524	295
122970	8	5	2	6	17	11
123	655	1364	3991	2440	2210	1861
1230	16	21	5	19	13	17
123016	398	597	124	904	1184	820
123036	121	145	44	124	359	227
123041	1	4	1	1	13	9
123096	40	24	20	230	32	33
123099	8	17	29	184	77	17
123103	0	0	0	2	0	0
123169	344	553	306	858	1070	649
1232	0	0	0	0	1	0
123207	510	653	251	768	893	701
123228	51	97	17	122	225	112
123263	438	346	114	280	404	311
123264	1	6	0	1	13	4
123283	22	26	8	39	85	45
1233	0	1	0	0	2	0
123346	2	1	1	2	3	0
123355	53	94	65	207	191	122
1234	2	0	1	3	5	0
1235	6	3	3	4	11	4
123591	0	0	2	0	3	2
1236	3	10	126	88	47	9
123606	51	74	40	117	121	76
123624	4	2	1	0	10	2
123688	22	19	8	31	52	39
1237	5	4	0	3	21	8
123720	309	262	106	328	237	213
123722	2	2	1	5	9	2
123745	0	1	2	2	1	1
123775	28	36	18	52	70	27
1238	3	30	2	12	33	22
123803	47	69	17	81	87	72
123811	305	542	114	233	994	573
123855	0	0	0	1	0	0
123872	1	2	20	4	5	0
123876	0	0	0	1	2	1
123879	59	100	83	84	155	103
123904	2	0	1	9	4	2
123920	38	44	11	103	53	43
123970	0	0	0	1	5	0
124	2	2	1	6	5	0
1240	7	5	1	10	18	7
124044	2	4	4	7	8	3
124045	25	43	13	92	96	54
124056	1	0	0	0	0	0
124093	1	1	1	8	3	1
1241	8	15	3	14	37	16
124149	6	2	0	27	10	3
124152	375	316	140	552	553	322
124220	0	34	5	20	332	173
124221	1	4	3	15	22	7
124222	4	9	9	43	5	14
124245	31	29	38	123	54	46
124274	0	0	0	0	0	0
124359	0	3	5	15	12	4
1244	1	3	2	2	9	5
124401	16	14	19	95	44	25
124402	5	2	8	12	1	0
124404	0	0	0	1	0	1
124411	195	256	76	208	394	271
124446	1319	1905	831	3769	2598	2090
124454	42	85	130	337	189	114
124460	0	0	0	0	5	1
124491	52	80	62	104	207	92
124512	92	155	37	158	317	192
124535	1	0	0	1	8	1
124538	0	0	0	0	0	0
124540	19	38	33	65	79	31
124565	91	103	76	544	200	103
124583	34	58	51	162	79	52
124590	0	0	1	1	3	1
124599	4	3	4	3	5	2
124602	2	11	1	6	15	7
124626	0	0	0	0	4	1
124637	45	67	70	174	141	71
124641	0	0	0	2	0	0
124685	4	8	13	18	4	7
124739	32	44	17	11	48	37
124751	75	80	10	96	137	76
124773	0	1	1	0	10	4
124783	5	2	1	11	3	2
124790	1	1	0	7	2	4
124801	201	263	79	173	422	296
124808	235	235	133	456	542	319
124817	6	9	2	14	28	9
124842	0	2	0	2	0	2
124857	0	0	0	2	0	0
124871	1	0	1	0	5	0
124872	1	3	1	4	9	1
124912	1	2	9	1	2	2
124923	165	121	16	68	213	105
124925	29	80	42	374	119	68
124930	52	14	1	13	7	12
124935	14	29	10	66	38	12
124936	669	1156	299	2985	1837	1275
124944	276	466	419	1294	716	548
124961	60	56	29	60	150	63
124975	46	34	15	122	39	38
124976	5	8	25	59	20	8
124989	15	11	7	23	59	22
124995	137	244	389	998	387	291
124997	7	15	22	57	20	8
125	2	8	2	69	27	11
125050	14	87	37	57	180	64
125058	4	7	8	20	22	10
125061	800	690	273	476	572	656
125111	0	2	1	6	4	1
125113	181	215	45	250	390	231
125115	5	28	7	168	60	38
125144	24257	21821	7755	10746	13997	16791
125150	177	450	128	601	693	463
125170	14	14	16	70	34	23
125206	1	4	6	13	1	4
125228	97	77	30	312	231	107
125336	1	1	0	2	9	0
125476	230	372	112	388	516	429
125488	1070	942	439	1452	1176	880
125704	1	0	0	1	0	2
1258	3	5	0	3	18	4
125875	24	24	3	32	47	29
125893	30	60	36	80	115	71
1259	28	26	9	51	55	29
125919	53	33	4	29	59	38
125931	0	0	0	0	1	0
125950	46	70	62	268	157	80
125958	1	0	0	1	5	0
125962	1	0	0	0	1	0
125963	0	1	1	0	0	0
125965	4	4	2	18	9	7
125972	1	9	7	1	6	2
125981	0	1	1	0	4	1
125988	543	732	428	1626	1014	838
125997	0	1	0	0	0	0
126	358	402	24	1672	984	690
1260	0	0	0	0	0	0
126003	40	48	82	389	55	42
126006	2	2	1	10	5	2
126014	2	0	2	2	4	0
126017	8	20	8	14	48	25
126068	61	84	16	85	236	88
126069	11	11	4	28	29	13
126070	32	58	27	44	93	45
126074	57	80	46	306	219	115
126075	75	110	34	388	212	129
1261	31	97	124	242	164	105
126119	5	24	42	84	45	31
126123	3	2	1	4	10	1
126129	43	64	32	176	141	110
126133	248	223	53	185	190	151
126147	0	1	1	1	1	0
1262	1	6	1	21	8	5
126204	2	1	1	0	6	1
126205	2	0	1	0	5	3
126206	2	0	0	0	6	1
126208	11	10	11	29	11	14
126231	35	85	19	51	175	80
126248	2	1	2	0	1	3
126259	0	1	0	1	1	1
126272	55	38	8	30	56	55
126282	38	62	20	54	67	48
126295	23	57	43	127	141	72
126298	343	343	266	541	328	349
126299	13	18	8	34	24	17
1263	6	28	57	106	35	25
126306	2	3	1	2	5	0
126308	124	225	444	820	314	263
126321	24	37	51	155	53	51
126326	0	1	1	2	0	1
126328	4078	5414	4069	15632	5584	5871
126353	18	26	51	151	69	34
126364	9	3	3	19	3	1
126370	1	0	1	2	1	1
126374	0	5	0	4	3	4
126375	2	2	1	12	14	9
126382	122	227	332	583	383	248
126393	1	5	7	37	2	1
1264	3	32	17	269	24	21
126402	0	0	0	0	0	0
126410	0	1	0	2	2	2
126432	175	295	114	357	330	227
126433	104	104	15	115	129	98
1265	134	161	239	520	196	186
126520	0	1	0	0	0	0
126526	13	12	27	81	43	11
126536	12	12	0	8	15	13
126541	0	0	0	0	0	0
126549	2	2	1	11	5	0
126567	0	1	0	0	1	0
1266	3209	3077	320	749	2506	3140
126626	26	51	41	127	108	61
126637	0	1	0	0	2	3
126638	0	0	0	0	1	1
126661	59	41	120	129	62	51
126668	0	0	1	2	3	3
126669	4	13	1	7	55	15
126695	107	326	259	1537	662	385
1267	1413	1393	1290	3674	2389	1404
126731	56	53	4	30	135	57
126755	0	1	0	0	7	2
126767	0	0	0	0	0	0
126789	3	5	16	50	7	4
126792	14	33	26	64	31	29
1268	0	2	2	3	11	8
126820	5	5	5	12	18	6
126823	16	13	2	70	51	13
126859	8	10	0	2	34	11
126868	1	3	0	0	8	5
1269	0	1	0	2	0	0
126917	15	29	56	98	37	32
126961	0	0	0	0	0	0
126969	62	107	79	113	240	152
127	1	1	0	0	2	1
1270	0	0	0	0	0	0
127002	7	23	13	75	54	23
127003	74	16	18	19	35	21
127018	499	819	140	499	1376	833
127059	0	0	0	0	1	0
127062	1	0	0	0	1	0
127064	0	0	0	0	0	0
127066	0	0	0	0	2	0
127068	1	0	0	0	2	0
127069	0	0	0	0	0	0
127074	0	0	0	0	0	0
127077	0	0	0	0	0	0
1271	0	1	0	0	1	0
127124	0	0	0	0	15	0
1272	229	409	51	521	791	412
127247	0	0	0	0	1	0
127253	158	351	76	239	513	317
127254	13	31	2	37	58	29
127255	19	25	0	12	50	15
127262	186	188	145	734	281	179
127281	14	24	7	42	23	29
127294	0	2	2	2	3	0
127343	5	2	0	0	9	4
127385	0	0	0	0	0	0
127391	0	0	0	0	7	3
127396	33	63	11	62	143	72
127428	77	76	52	185	194	137
127435	7	16	7	38	14	26
127495	14	6	1	4	20	13
127534	7	4	14	84	4	8
127540	0	0	0	0	0	0
127544	243	261	81	232	306	227
127579	1	1	2	10	1	1
127602	81	123	41	78	266	114
127623	0	0	0	0	0	0
127665	0	1	0	0	6	0
127670	6	3	0	0	8	3
127687	220	284	34	567	665	335
1277	5014	3979	163	3006	2907	3962
127700	109	180	102	459	406	233
127703	12	23	17	75	46	31
127707	9	7	4	3	17	6
127731	1	2	0	12	2	0
127733	36	81	23	213	151	102
127795	2	5	0	5	14	6
1278	1143	2243	660	4918	2541	3400
127829	41	55	19	90	63	68
127833	3	2	1	12	7	2
127841	0	0	1	0	0	0
127845	232	410	223	836	704	367
127933	167	220	27	85	324	168
127943	1	2	1	0	4	3
128	519	807	412	1558	1314	1011
1280	1	0	0	0	7	0
128025	5	0	0	1	30	4
128061	249	427	96	396	668	396
128077	13	21	10	17	15	18
1281	771	1141	141	1520	1608	1600
128102	15	7	5	33	38	9
128153	18	20	11	28	46	22
128178	383	411	256	2065	575	456
1282	187	616	77	366	996	652
128209	4	2	0	0	3	1
128218	39	36	49	180	56	32
128229	25	15	27	30	37	23
128239	46	15	2	23	13	8
128240	144	278	270	918	685	321
128272	8	12	32	82	38	26
128308	324	502	808	3229	1020	641
128312	3	0	3	10	2	2
128322	1	0	0	0	0	0
128338	250	439	73	391	1159	505
128344	62	105	28	80	192	132
128346	20	19	3	32	21	10
128360	0	0	0	0	11	0
128366	0	0	0	2	0	0
128367	0	0	0	0	0	1
128368	0	0	0	0	0	0
128371	0	0	0	0	0	0
128372	0	0	0	0	0	0
128387	491	729	162	490	1313	772
1284	67	198	40	262	275	213
128408	0	0	0	0	0	0
128414	0	1	0	5	6	4
128434	12	19	4	31	54	32
128439	34	54	25	201	156	84
128486	11	25	56	202	48	30
128488	0	0	1	0	3	0
128497	0	2	0	5	1	1
1285	11	16	0	10	61	21
128506	0	0	0	0	0	1
128553	154	86	109	317	181	112
1286	10	15	4	11	50	13
128602	0	0	1	0	0	0
128611	1	2	0	1	7	0
128637	269	294	111	357	243	292
128646	0	0	0	0	1	0
128653	0	0	0	0	0	0
128674	1	0	1	0	0	1
1287	7	4	0	5	24	2
128710	85	122	50	205	307	137
1288	0	1	0	1	4	1
128817	0	0	1	0	0	1
128821	0	0	0	0	0	0
128822	0	0	0	0	0	0
128826	0	1	0	0	0	0
128853	2	4	0	5	8	1
128854	2	3	1	5	3	3
128859	0	0	0	0	0	0
128861	1	0	1	0	5	0
128864	2	0	2	0	0	0
128866	57	74	40	113	94	82
128869	230	387	306	1352	748	464
128872	1	1	0	1	2	0
128876	1	0	0	0	0	1
1289	186	227	12	78	215	259
128954	0	1	0	0	1	0
128977	34	57	49	114	112	42
128989	376	537	477	1370	685	547
1290	74	235	14	126	245	295
129025	0	1	0	0	2	0
129049	67	77	70	295	154	103
129080	3	0	3	4	3	1
1291	88	174	89	285	173	251
129138	45	85	124	454	188	79
1292	27	34	80	67	25	42
129285	71	104	23	151	252	79
129293	1	2	2	3	3	7
1293	353	656	134	598	1061	914
129303	123	253	280	938	487	298
1294	7	16	11	34	16	30
129401	102	210	62	162	454	237
129446	2	6	0	0	38	7
129450	120	129	57	94	321	159
1295	11	47	2	30	44	104
129521	0	0	0	0	1	0
129530	5	10	6	25	28	12
129531	308	474	153	492	762	562
129563	32	71	45	247	137	92
1296	0	1	3	0	0	1
129607	23	11	13	29	43	18
129642	87	96	12	107	197	114
129684	9	14	4	30	46	15
129685	275	318	152	487	409	326
1297	2	1	0	3	16	6
129787	495	799	379	1857	1188	924
129790	20	28	13	57	35	30
1298	8	15	4	58	17	10
129804	25	45	6	137	98	65
129807	1	0	0	0	2	0
129831	70	128	52	185	259	141
129852	12	26	7	57	64	42
129868	0	0	0	0	0	0
129880	22	66	8	26	111	64
129881	12	33	7	21	30	28
1299	1	1	0	1	5	2
13	53	28	417	33	71	23
130	1	11	1	28	24	11
1300	7	6	0	1	24	7
130013	13	61	6	36	112	54
130026	148	203	16	187	457	208
130074	142	226	176	410	339	231
130075	0	0	0	0	0	0
1301	7	4	0	4	38	10
130106	1	0	1	4	1	1
130120	392	215	5944	560	372	318
130132	12	9	6	10	48	36
130162	102	114	8	39	237	106
1302	0	0	0	1	0	0
130271	21	32	12	28	89	34
1303	10	25	6	12	54	30
130340	123	208	153	181	304	207
130355	176	223	103	195	405	267
130367	10	25	35	50	17	19
130399	162	109	14	94	340	138
130497	0	1	0	0	1	0
1305	1	17	0	2	33	18
130502	72	162	9	75	337	187
130507	95	96	21	86	234	115
130535	49	53	32	67	121	73
130540	1	6	4	5	3	3
130557	21	29	18	96	46	26
130560	0	0	0	0	0	0
130574	6	2	0	5	10	4
130576	25	33	7	129	58	43
130589	139	136	90	351	223	166
1306	253	488	13	106	574	517
130612	8	19	15	54	33	15
130617	132	258	220	992	542	313
1307	17	18	3	27	19	17
130733	2	9	2	6	8	5
130749	3	1	1	1	8	4
130752	27	25	4	81	51	23
1308	2	1	12	4	6	1
130813	0	0	1	2	3	0
130814	19	32	11	48	74	50
130827	27	41	14	34	48	35
130872	19	34	4	69	113	38
130888	107	116	30	153	262	165
130916	240	382	283	829	704	454
130940	6	13	1	22	31	21
130951	6	13	10	75	46	20
131	0	0	0	0	6	2
1310	8	3	0	0	38	8
131034	84	88	140	171	200	96
131076	364	394	35	40	375	276
131096	11	10	4	10	31	14
1311	1	1	5	7	0	0
131118	905	1352	520	1476	1858	1415
131149	0	1	0	1	0	0
131177	0	5	0	5	44	20
1312	610	1030	1224	5851	1980	1253
131368	7	11	9	21	54	29
131375	1	0	0	1	10	0
131377	0	0	0	0	0	0
1314	1020	1387	1735	2741	2153	1587
131405	2	0	0	3	1	1
131408	25	45	20	145	102	31
131450	1	1	2	4	6	3
131474	108	145	122	260	236	149
1315	1442	1979	726	1833	3853	2372
131540	0	0	0	0	1	0
131544	23	28	28	31	68	31
131566	213	401	72	145	493	540
131578	0	0	15	2	3	2
131583	14	29	4	3	43	34
1316	1206	1542	1074	1284	2820	1816
131601	21	38	37	183	63	41
131616	69	86	36	309	316	123
131669	0	1	2	0	0	0
1317	495	578	443	1021	977	652
1318	76	125	106	258	265	160
131831	8	21	9	59	25	20
131870	115	148	113	468	244	181
131873	13	3	0	13	37	14
131890	2	0	2	4	5	1
131909	4	4	1	1	18	3
131920	0	0	0	0	7	0
131965	125	169	61	135	362	213
132	507	707	451	784	1399	810
132001	109	133	225	415	281	191
132014	6	8	8	62	20	8
132112	1	0	0	0	4	0
132141	0	0	2	0	2	0
132158	27	46	47	273	100	70
132160	19	20	15	67	24	19
132200	1	0	0	1	9	4
132203	0	3	0	0	5	3
132204	3	1	0	1	17	0
132228	0	0	2	1	1	0
132241	81	94	54	255	190	93
132243	0	0	0	0	0	1
132299	1986	2482	1424	5635	3511	2756
132320	51	66	38	151	198	87
132321	115	170	27	95	350	194
132332	1	0	0	0	0	0
132430	3	1	0	1	6	1
1325	0	0	0	0	0	0
1326	8	44	3	47	81	48
132612	1	3	0	0	8	2
132625	1	4	0	0	4	4
132660	42	57	22	25	94	65
132671	13	24	20	45	51	19
1327	14507	17568	13638	39544	16016	18245
132720	7	27	2	5	45	29
132724	2	6	0	0	30	5
132789	100	182	37	117	456	269
132851	3	4	10	4	11	4
132864	27	63	8	8	127	55
132884	1	2	3	6	15	2
1329	3235	5045	1648	7506	6194	5695
132946	8	15	1	18	16	16
132949	205	289	19	256	515	299
132954	1	0	0	0	2	0
132989	0	4	2	2	4	1
133	14	35	52	40	115	44
133015	22	43	11	45	115	50
133022	19	44	15	45	128	53
133060	0	0	0	0	1	0
133121	2	4	1	9	19	7
133308	47	117	236	164	217	125
133383	25	107	18	52	232	158
133396	3	0	1	1	5	1
133418	56	82	3	51	170	79
133482	2	3	0	1	21	3
133491	2	2	0	0	11	1
133522	14	9	6	19	50	18
133558	4	1	0	0	20	5
133584	1	18	6	16	22	21
133619	429	595	584	817	948	681
133686	648	358	69	126	476	337
133688	0	0	0	0	4	1
133690	19	11	2	33	32	20
1337	10516	12611	9768	25530	11397	13447
133746	91	66	26	88	161	72
133874	2	3	0	2	18	7
1339	33	66	5	23	82	54
133923	4	1	0	1	5	3
133957	154	236	179	628	442	288
134	5	2	4	31	5	2
1340	4518	5822	4922	10963	5569	6119
134083	0	1	0	0	1	0
134111	76	157	61	769	345	186
134121	7	9	2	38	18	8
134145	137	232	47	234	432	255
134147	335	276	70	280	460	287
134187	0	0	0	0	1	0
134218	178	264	86	244	373	249
134265	3	16	7	18	49	22
134266	109	153	70	111	290	183
134285	12	19	7	19	50	25
134288	1	0	0	0	4	0
134353	4	3	4	4	18	5
134359	71	137	55	196	320	154
134391	1	0	0	0	4	2
134429	43	84	20	26	166	109
134430	211	207	107	116	430	230
134466	9	11	16	44	23	14
134492	378	667	156	545	1340	773
1345	7822	10630	2531	9948	10448	10408
134510	175	303	42	148	723	382
134526	2	1	0	0	12	2
134548	43	42	1	24	61	42
134549	72	114	28	88	109	102
134553	187	240	49	110	388	239
1346	1534	1838	647	2293	1753	1860
134637	36	30	33	59	97	34
1347	12701	18914	3207	10636	13759	16404
134701	166	205	22	190	333	247
134728	24	48	5	73	58	33
134829	0	0	0	0	4	0
134860	0	0	0	0	0	0
134864	2	0	1	3	4	1
1349	2937	5048	1132	5459	5184	4721
134957	76	117	16	123	256	112
135	21	47	24	116	104	57
1350	10936	14729	3696	15160	12181	13564
1351	5009	7398	4779	16839	7367	7467
135112	270	546	159	452	981	680
135114	73	97	57	128	330	135
135138	49	89	29	151	194	115
135152	0	0	0	0	0	1
135154	131	115	38	240	156	96
1352	78	125	90	226	314	137
135228	37	76	9	20	143	71
135250	0	2	0	1	3	0
135293	136	211	21	23	263	133
135295	39	36	13	50	124	61
1353	325	558	153	862	1426	705
135398	1	2	4	10	2	1
135458	0	0	2	1	2	1
1355	563	565	372	1090	916	548
1356	90	499	36	61	779	409
135644	0	0	0	0	0	0
135656	0	0	0	0	0	0
1357	1154	864	1606967	7945	1929	1203
1358	5019	1536	128350	7974	3058	2229
135886	0	1	0	13	7	2
135892	1	0	0	2	2	1
1359	7	11	5	8	20	5
135924	0	0	0	0	0	2
135927	0	0	0	0	0	0
135932	63	102	23	491	131	119
135935	1	0	0	0	0	0
135941	0	1	0	0	0	0
135946	0	0	0	0	2	0
135948	0	0	0	0	1	0
136	14	88	82	59	82	65
1360	2818	3050	759242	3763	5422	4283
136051	91	89	15	60	110	65
1361	1	4	1	1	7	3
1362	204	241	61	272	440	231
136227	1	0	0	0	4	2
136242	2	1	0	2	4	4
136259	0	0	0	0	0	3
136263	1	1	0	0	3	3
136288	1	0	0	0	6	0
1363	16645	17200	631	7784	18128	14456
136306	0	1	1	1	5	0
136319	0	0	0	0	0	0
136332	4	3	0	7	23	3
136371	0	0	0	0	0	0
1364	156	243	2122	1416	823	367
1365	11	21	23	78	19	15
136541	0	0	0	1	2	1
1366	3181	4929	13833	16830	5773	4888
136647	43	62	4	32	178	74
1368	119	269	1228	392	478	311
136853	0	3	2	12	3	4
136895	9	9	0	4	29	12
1369	0	3	0	2	6	1
136991	1	0	0	0	11	1
1370	1	0	0	0	1	0
137075	37	26	6	14	29	24
1371	18	28	10	15	58	30
137209	11	16	3	8	25	21
1373	24	40	4	6	88	35
137362	0	1	0	0	1	1
137392	129	173	48	211	430	260
1374	1036	793	263	900	1040	760
137492	137	161	50	247	444	230
1375	0	0	0	0	1	1
1376	97	106	42	176	137	79
137682	31	26	3	24	69	32
137695	132	226	29	82	578	300
137735	1	0	0	2	7	2
137797	0	0	0	1	3	0
1378	2	3	1	2	9	2
137814	0	0	0	0	0	0
137835	1	2	0	2	10	9
137868	30	20	1	65	62	30
137872	25	61	12	103	145	69
137886	88	148	68	155	311	173
1379	0	3	0	4	6	2
137902	1	1	0	2	8	2
137964	185	345	356	1453	619	445
137970	23	7	7	45	39	8
137994	24	47	29	57	89	40
1380	2	0	0	0	15	1
138009	1	2	0	4	12	4
138046	107	120	13	65	216	143
138050	95	136	81	425	231	167
138065	7	14	7	63	32	19
1381	0	5	7	9	2	14
138151	0	1	0	2	1	0
138162	16	22	16	95	25	25
138199	19	16	3	12	37	13
1382	29	56	124	274	149	112
138240	0	0	0	1	3	2
138241	99	160	67	155	273	175
138255	28	184	101	106	237	137
138307	0	0	0	0	0	0
138311	28	22	8	57	32	21
1384	22	23	34	128	44	21
138428	5	14	11	77	20	11
138429	1	3	2	17	12	2
138474	0	1	0	5	4	2
1385	176	386	147	391	683	420
1386	123	187	181	323	332	230
138639	17	19	7	30	24	33
138649	27	34	41	93	73	38
138652	0	0	0	0	0	0
1387	154	195	256	570	367	208
138715	0	0	0	0	0	1
138716	232	377	308	1240	648	460
138724	1	3	15	8	8	7
138799	1	2	0	0	3	2
1388	1	0	0	1	1	0
138802	0	0	0	0	0	0
138803	0	0	0	1	8	3
138804	0	0	0	0	0	0
138805	0	0	0	0	1	0
138881	0	0	0	0	0	0
138882	0	1	0	0	19	2
138883	1	0	1	0	0	0
1389	151	184	36	170	377	204
1390	126	364	199	329	649	399
139065	4	3	2	1	25	3
139067	0	0	0	0	1	1
139081	0	0	0	0	0	0
139105	3	0	1	1	8	4
139135	0	0	1	0	0	1
139170	0	0	0	2	0	1
139189	1	0	0	0	5	0
1392	54	130	1	37	345	149
139201	1	0	0	0	2	2
139212	0	0	0	0	7	0
139221	25	29	8	70	48	41
139231	24	39	18	15	64	28
139285	2	2	1	4	8	6
1393	7	8	0	3	18	8
139322	2464	2185	721	1239	2855	1976
139324	39	68	22	94	129	64
139341	250	410	47	230	629	437
139378	1	4	0	1	22	3
1394	0	0	0	0	1	0
139411	2	4	1	1	21	5
139420	0	0	0	0	1	0
139422	0	1	0	0	2	3
139425	0	0	0	0	0	0
1395	0	0	0	3	1	0
139538	0	0	0	0	0	0
139562	1	2	0	0	1	0
139596	98	182	78	198	392	227
139599	8	13	7	49	31	21
1396	276	210	37	852	221	235
139604	0	0	0	0	0	0
139628	0	0	0	0	0	0
139629	0	0	0	0	1	0
1397	343	494	194	1936	842	553
139716	11	10	9	17	38	16
139728	1	1	1	2	0	1
139735	0	0	0	0	0	0
139741	0	0	0	0	0	0
139760	452	378	41	1689	764	491
139793	0	0	0	0	2	0
1398	101	107	126	191	191	155
139804	0	0	0	0	1	0
139818	10	8	1	2	37	8
139886	19	39	21	36	64	29
1399	367	504	739	1415	938	586
14	645	1310	2466	5010	2336	1550
140	27	12	1	42	10	4
1400	126	191	108	864	264	175
140032	1	2	0	1	1	0
1401	1484	5461	134	1838	11572	7639
140258	0	0	0	0	0	0
140290	0	3	2	11	12	8
1404	4	2	0	0	24	1
140432	0	1	1	1	1	1
140453	4	2	1	1	7	5
140456	0	0	0	0	2	0
140458	0	0	0	0	8	0
140459	72	99	66	196	139	77
140460	74	80	19	64	105	86
140461	455	795	240	1105	1255	817
140462	114	123	41	409	260	143
140464	1	3	0	0	13	3
140465	1124	1383	337	3309	1496	1445
140467	15	25	25	127	32	17
140469	10	5	0	2	27	9
140545	35	87	24	54	155	78
140564	153	165	13	60	209	140
140576	255	785	2521	3624	1037	1248
140578	6	8	0	44	9	5
140596	0	0	0	0	0	0
140597	661	1004	124	815	1085	853
1406	8	6	2	1	21	8
140606	349	762	490	1999	1489	1119
140609	60	92	6	23	208	103
140612	13	20	6	19	25	15
140625	0	0	0	0	0	0
140628	0	0	0	0	0	0
140679	0	2	1	0	0	0
140680	69	108	52	334	195	147
140683	0	0	1	1	2	0
140685	0	7	5	16	11	9
140686	7	23	31	29	18	16
140687	2	4	2	7	9	1
140688	429	474	353	1008	958	498
140689	36	34	0	6	40	32
140690	4	1	0	1	15	0
140691	5	2	8	14	4	4
140699	10	11	5	36	37	18
1407	71	118	89	102	311	128
140700	5	6	5	25	13	4
140701	3	6	1	10	4	2
140706	0	2	0	1	6	5
140707	22	11	13	63	26	25
140710	24	29	16	106	33	33
140711	9	11	1	22	17	10
140730	0	0	0	10	2	1
140731	0	0	0	0	0	0
140732	0	0	0	0	1	3
140733	22	15	5	16	47	19
140735	11	25	26	56	22	19
140738	225	223	96	1077	458	238
140739	90	122	91	211	263	160
140766	0	2	1	2	1	3
140767	20	28	2	46	53	28
140771	51	51	5	52	83	61
140775	38	57	62	160	121	47
1408	55	89	75	323	147	77
140801	1	1	3	6	0	1
140803	46	54	3	38	108	49
140807	0	0	0	0	1	0
140809	61	141	103	231	182	143
140823	6277	8054	6888	19823	6830	8225
140825	5	11	4	17	17	11
140828	106	234	44	291	463	236
140831	16	25	24	118	60	30
140832	0	0	0	0	2	0
140836	0	0	1	0	0	0
140838	63	157	31	85	268	144
140850	1	0	0	0	9	0
140856	0	0	0	0	0	0
140862	0	0	2	2	10	6
140870	1	0	0	0	2	2
140873	2	2	0	2	4	3
140875	0	2	0	0	4	1
140876	2	1	5	40	14	6
140880	0	0	0	0	0	0
140881	0	0	0	1	0	0
140883	178	310	102	248	577	314
140885	19	39	36	77	45	46
140886	37	47	8	47	112	61
140890	660	868	661	1659	1616	879
140893	0	0	1	1	1	1
140894	2	7	2	3	17	7
1409	0	0	0	0	0	0
140901	196	286	76	154	276	265
140902	0	2	1	1	6	1
140947	0	0	0	0	0	0
141	13	32	37	71	49	36
1410	443	1163	2393	3688	862	2192
1411	0	0	1	0	1	0
1412	261	469	72	1299	932	450
1413	0	1	0	3	1	0
1414	0	0	2	0	4	0
1415	0	1	0	5	2	0
1416	158	270	245	620	455	315
1417	0	0	1	1	1	1
1418	0	0	0	0	1	0
1419	2	0	0	0	0	0
142	643	701	696	2160	1212	786
1420	0	0	0	2	0	1
1421	11	0	1	37	2	1
142678	1	2	15	12	4	3
142679	80	108	25	99	189	109
142680	0	0	0	1	0	0
142683	0	1	1	2	5	1
142684	0	1	1	1	6	2
142685	8	6	4	7	36	2
142686	12	20	5	19	46	7
142689	2	1	2	7	1	3
1427	0	7	1	6	3	25
1428	11	27	5	136	63	30
142827	1	2	2	7	11	4
142891	1440	1379	209	371	1575	1303
1429	857	1451	494	947	2788	1673
142910	0	0	0	0	9	2
142913	4	8	6	36	27	11
142940	62	107	31	137	241	141
143	163	192	301	387	425	192
143098	155	74	14	55	172	74
1431	413	651	967	1665	1286	820
143162	0	0	1	1	2	1
143187	73	137	119	257	251	156
143188	2	6	2	20	14	4
1432	46	82	55	132	143	95
143241	2	0	0	0	13	0
143244	451	138	24	29	139	105
143279	27	41	3	12	104	27
143282	13	17	2	10	29	20
143379	2	4	1	1	5	2
143384	1886	1651	408	1735	2747	1560
1434	203	382	238	405	871	473
143425	3	10	8	17	11	11
143458	30	43	25	90	90	43
143471	2	0	0	0	13	1
143496	1	0	0	0	0	0
1435	4	17	20	78	26	25
143501	0	0	0	0	4	0
143502	0	0	0	0	0	0
143503	0	2	0	7	1	1
143570	57	35	127	191	80	46
1436	16	8	8	49	22	13
143630	0	1	1	5	18	2
143662	10	7	3	13	17	19
143666	3	1	1	4	4	3
143678	0	0	1	0	0	0
143684	52	60	28	37	89	76
143686	26	23	4	11	34	27
143689	12	12	8	51	22	22
1437	11	141	79	45	129	138
1438	16	24	1	0	5	3
